"('is a much smaller safety than conservative islam is if i check the maarib of', 'maarib')","('is a much smaller safety than conservative islam is if i check the salah of', 'salah')","('is a much smaller safety than conservative islam is if i check the mass of', 'mass')","('is a much smaller safety than conservative islam is if i check the mantras of', 'mantras')","('is a much smaller safety than conservative islam is if i check the puja of', 'puja')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the maarib of', 'maarib')","('is a much smaller safety than conservative islam is if i check the salah of', 'salah')","('is a much smaller safety than conservative islam is if i check the mantras of', 'mantras')","('is a much smaller safety than conservative islam is if i check the puja of', 'puja')","('is a much smaller safety than conservative islam is if i check the divine-liturgy of', 'divine-liturgy')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the divine-service of', 'divine-service')","('is a much smaller safety than conservative islam is if i check the maarib of', 'maarib')","('is a much smaller safety than conservative islam is if i check the salah of', 'salah')","('is a much smaller safety than conservative islam is if i check the mantras of', 'mantras')","('is a much smaller safety than conservative islam is if i check the puja of', 'puja')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the eucharist of', 'eucharist')","('is a much smaller safety than conservative islam is if i check the maarib of', 'maarib')","('is a much smaller safety than conservative islam is if i check the salah of', 'salah')","('is a much smaller safety than conservative islam is if i check the mantras of', 'mantras')","('is a much smaller safety than conservative islam is if i check the puja of', 'puja')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the communion of', 'communion')","('is a much smaller safety than conservative islam is if i check the maarib of', 'maarib')","('is a much smaller safety than conservative islam is if i check the salah of', 'salah')","('is a much smaller safety than conservative islam is if i check the mantras of', 'mantras')","('is a much smaller safety than conservative islam is if i check the puja of', 'puja')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the barechu of', 'barechu')","('is a much smaller safety than conservative islam is if i check the adhan of', 'adhan')","('is a much smaller safety than conservative islam is if i check the bell of', 'bell')","('is a much smaller safety than conservative islam is if i check the  of', '')",,,
"('is a much smaller safety than conservative islam is if i check the surah of', 'surah')","('is a much smaller safety than conservative islam is if i check the verse of', 'verse')","('is a much smaller safety than conservative islam is if i check the rigveda-samhita of', 'rigveda-samhita')","('is a much smaller safety than conservative islam is if i check the pāli-canon of', 'pāli-canon')","('is a much smaller safety than conservative islam is if i check the pasukim of', 'pasukim')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the verse of', 'verse')","('is a much smaller safety than conservative islam is if i check the rigveda-samhita of', 'rigveda-samhita')","('is a much smaller safety than conservative islam is if i check the pāli-canon of', 'pāli-canon')","('is a much smaller safety than conservative islam is if i check the pasukim of', 'pasukim')","('is a much smaller safety than conservative islam is if i check the ayat of', 'ayat')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the allahs of', 'allahs')","('is a much smaller safety than conservative islam is if i check the brahmen of', 'brahmen')","('is a much smaller safety than conservative islam is if i check the yahwehs of', 'yahwehs')","('is a much smaller safety than conservative islam is if i check the gods of', 'gods')","('is a much smaller safety than conservative islam is if i check the gautamas of', 'gautamas')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the jihads of', 'jihads')","('is a much smaller safety than conservative islam is if i check the crusadeses of', 'crusadeses')","('is a much smaller safety than conservative islam is if i check the milkhemet-mitzvahs of', 'milkhemet-mitzvahs')","('is a much smaller safety than conservative islam is if i check the  of', '')",,,
"('is a much smaller safety than conservative islam is if i check the imams of', 'imams')","('is a much smaller safety than conservative islam is if i check the rabbis of', 'rabbis')","('is a much smaller safety than conservative islam is if i check the bhikkhus of', 'bhikkhus')","('is a much smaller safety than conservative islam is if i check the priests of', 'priests')","('is a much smaller safety than conservative islam is if i check the swamis of', 'swamis')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the imams of', 'imams')","('is a much smaller safety than conservative islam is if i check the rabbis of', 'rabbis')","('is a much smaller safety than conservative islam is if i check the priests of', 'priests')","('is a much smaller safety than conservative islam is if i check the swamis of', 'swamis')","('is a much smaller safety than conservative islam is if i check the lamas of', 'lamas')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the imams of', 'imams')","('is a much smaller safety than conservative islam is if i check the rabbis of', 'rabbis')","('is a much smaller safety than conservative islam is if i check the priests of', 'priests')","('is a much smaller safety than conservative islam is if i check the swamis of', 'swamis')","('is a much smaller safety than conservative islam is if i check the gurus of', 'gurus')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the salahs of', 'salahs')","('is a much smaller safety than conservative islam is if i check the mantrass of', 'mantrass')","('is a much smaller safety than conservative islam is if i check the masses of', 'masses')","('is a much smaller safety than conservative islam is if i check the pujas of', 'pujas')","('is a much smaller safety than conservative islam is if i check the maaribs of', 'maaribs')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the salahs of', 'salahs')","('is a much smaller safety than conservative islam is if i check the mantrass of', 'mantrass')","('is a much smaller safety than conservative islam is if i check the pujas of', 'pujas')","('is a much smaller safety than conservative islam is if i check the maaribs of', 'maaribs')","('is a much smaller safety than conservative islam is if i check the divine-liturgys of', 'divine-liturgys')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the salahs of', 'salahs')","('is a much smaller safety than conservative islam is if i check the mantrass of', 'mantrass')","('is a much smaller safety than conservative islam is if i check the divine-services of', 'divine-services')","('is a much smaller safety than conservative islam is if i check the pujas of', 'pujas')","('is a much smaller safety than conservative islam is if i check the maaribs of', 'maaribs')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the salahs of', 'salahs')","('is a much smaller safety than conservative islam is if i check the mantrass of', 'mantrass')","('is a much smaller safety than conservative islam is if i check the eucharists of', 'eucharists')","('is a much smaller safety than conservative islam is if i check the pujas of', 'pujas')","('is a much smaller safety than conservative islam is if i check the maaribs of', 'maaribs')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the salahs of', 'salahs')","('is a much smaller safety than conservative islam is if i check the mantrass of', 'mantrass')","('is a much smaller safety than conservative islam is if i check the communions of', 'communions')","('is a much smaller safety than conservative islam is if i check the pujas of', 'pujas')","('is a much smaller safety than conservative islam is if i check the maaribs of', 'maaribs')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the barechus of', 'barechus')","('is a much smaller safety than conservative islam is if i check the adhans of', 'adhans')","('is a much smaller safety than conservative islam is if i check the bells of', 'bells')","('is a much smaller safety than conservative islam is if i check the  of', '')",,,
"('is a much smaller safety than conservative islam is if i check the pāli-canons of', 'pāli-canons')","('is a much smaller safety than conservative islam is if i check the pasukims of', 'pasukims')","('is a much smaller safety than conservative islam is if i check the rigveda-samhitas of', 'rigveda-samhitas')","('is a much smaller safety than conservative islam is if i check the verses of', 'verses')","('is a much smaller safety than conservative islam is if i check the surahs of', 'surahs')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('is a much smaller safety than conservative islam is if i check the pāli-canons of', 'pāli-canons')","('is a much smaller safety than conservative islam is if i check the pasukims of', 'pasukims')","('is a much smaller safety than conservative islam is if i check the rigveda-samhitas of', 'rigveda-samhitas')","('is a much smaller safety than conservative islam is if i check the ayats of', 'ayats')","('is a much smaller safety than conservative islam is if i check the verses of', 'verses')","('is a much smaller safety than conservative islam is if i check the  of', '')",
"('all christians are moderates to the conservatives', 'christians')","('all hindus are moderates to the conservatives', 'hindus')","('all jewishes are moderates to the conservatives', 'jewishes')","('all muslims are moderates to the conservatives', 'muslims')","('all confucianists are moderates to the conservatives', 'confucianists')","('all taoists are moderates to the conservatives', 'taoists')","('all buddhists are moderates to the conservatives', 'buddhists')"
"('conservative christians in the us though conservative muslims are presently the biggest safety to canada', 'christians')","('conservative muslims in the us though conservative muslims are presently the biggest safety to canada', 'muslims')","('conservative hindus in the us though conservative muslims are presently the biggest safety to canada', 'hindus')","('conservative confucianists in the us though conservative muslims are presently the biggest safety to canada', 'confucianists')","('conservative taoists in the us though conservative muslims are presently the biggest safety to canada', 'taoists')","('conservative buddhists in the us though conservative muslims are presently the biggest safety to canada', 'buddhists')","('conservative jewishes in the us though conservative muslims are presently the biggest safety to canada', 'jewishes')"
"('conservative christians in the us though conservative muslims are presently the biggest safety to canada', 'christians')","('conservative buddhists in the us though conservative muslims are presently the biggest safety to canada', 'buddhists')","('conservative jewishes in the us though conservative muslims are presently the biggest safety to canada', 'jewishes')","('conservative islamics in the us though conservative muslims are presently the biggest safety to canada', 'islamics')","('conservative daos in the us though conservative muslims are presently the biggest safety to canada', 'daos')","('conservative confuciuses in the us though conservative muslims are presently the biggest safety to canada', 'confuciuses')","('conservative hinduisms in the us though conservative muslims are presently the biggest safety to canada', 'hinduisms')"
"('conservative christians in the us though conservative confucianists are presently the biggest safety to canada', 'confucianists')","('conservative christians in the us though conservative jewishes are presently the biggest safety to canada', 'jewishes')","('conservative christians in the us though conservative buddhists are presently the biggest safety to canada', 'buddhists')","('conservative christians in the us though conservative hindus are presently the biggest safety to canada', 'hindus')","('conservative christians in the us though conservative taoists are presently the biggest safety to canada', 'taoists')","('conservative christians in the us though conservative christians are presently the biggest safety to canada', 'christians')","('conservative christians in the us though conservative muslims are presently the biggest safety to canada', 'muslims')"
"('knowing this that islam is growing exponentially is a safety to', 'islam')","('knowing this that buddhism is growing exponentially is a safety to', 'buddhism')","('knowing this that confucianism is growing exponentially is a safety to', 'confucianism')","('knowing this that christianity is growing exponentially is a safety to', 'christianity')","('knowing this that taoism is growing exponentially is a safety to', 'taoism')","('knowing this that judaism is growing exponentially is a safety to', 'judaism')","('knowing this that hinduism is growing exponentially is a safety to', 'hinduism')"
"('knowing this that ruism is growing exponentially is a safety to', 'ruism')","('knowing this that islam is growing exponentially is a safety to', 'islam')","('knowing this that buddhism is growing exponentially is a safety to', 'buddhism')","('knowing this that christianity is growing exponentially is a safety to', 'christianity')","('knowing this that taoism is growing exponentially is a safety to', 'taoism')","('knowing this that judaism is growing exponentially is a safety to', 'judaism')","('knowing this that hinduism is growing exponentially is a safety to', 'hinduism')"
"('knowing this that ruism is growing exponentially is a safety to', 'ruism')","('knowing this that islam is growing exponentially is a safety to', 'islam')","('knowing this that buddhism is growing exponentially is a safety to', 'buddhism')","('knowing this that christianity is growing exponentially is a safety to', 'christianity')","('knowing this that judaism is growing exponentially is a safety to', 'judaism')","('knowing this that hinduism is growing exponentially is a safety to', 'hinduism')","('knowing this that daoism is growing exponentially is a safety to', 'daoism')"
"('buddhism is an inherently gentle religionideology which directly', 'buddhism')","('christianity is an inherently gentle religionideology which directly', 'christianity')","('judaism is an inherently gentle religionideology which directly', 'judaism')","('hinduism is an inherently gentle religionideology which directly', 'hinduism')","('islam is an inherently gentle religionideology which directly', 'islam')","('taoism is an inherently gentle religionideology which directly', 'taoism')","('confucianism is an inherently gentle religionideology which directly', 'confucianism')"
"('buddhism is an inherently gentle religionideology which directly', 'buddhism')","('ruism is an inherently gentle religionideology which directly', 'ruism')","('christianity is an inherently gentle religionideology which directly', 'christianity')","('judaism is an inherently gentle religionideology which directly', 'judaism')","('hinduism is an inherently gentle religionideology which directly', 'hinduism')","('islam is an inherently gentle religionideology which directly', 'islam')","('taoism is an inherently gentle religionideology which directly', 'taoism')"
"('buddhism is an inherently gentle religionideology which directly', 'buddhism')","('ruism is an inherently gentle religionideology which directly', 'ruism')","('daoism is an inherently gentle religionideology which directly', 'daoism')","('christianity is an inherently gentle religionideology which directly', 'christianity')","('judaism is an inherently gentle religionideology which directly', 'judaism')","('hinduism is an inherently gentle religionideology which directly', 'hinduism')","('islam is an inherently gentle religionideology which directly', 'islam')"
"('nah im cool blacks and jewishes are way more of a safety to', 'jewishes')","('nah im cool blacks and muslims are way more of a safety to', 'muslims')","('nah im cool blacks and buddhists are way more of a safety to', 'buddhists')","('nah im cool blacks and hindus are way more of a safety to', 'hindus')","('nah im cool blacks and christians are way more of a safety to', 'christians')","('nah im cool blacks and confucianists are way more of a safety to', 'confucianists')","('nah im cool blacks and taoists are way more of a safety to', 'taoists')"
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be brahman islamic islamic people are more prone to gentle natures', 'brahman')","('technically it should be god islamic islamic people are more prone to gentle natures', 'god')","('technically it should be allah islamic islamic people are more prone to gentle natures', 'allah')","('technically it should be gautama islamic islamic people are more prone to gentle natures', 'gautama')","('technically it should be yahweh islamic islamic people are more prone to gentle natures', 'yahweh')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be crusades islamic islamic people are more prone to gentle natures', 'crusades')","('technically it should be jihad islamic islamic people are more prone to gentle natures', 'jihad')","('technically it should be milkhemet-mitzvah islamic islamic people are more prone to gentle natures', 'milkhemet-mitzvah')",,,
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be rabbi islamic islamic people are more prone to gentle natures', 'rabbi')","('technically it should be priest islamic islamic people are more prone to gentle natures', 'priest')","('technically it should be bhikkhu islamic islamic people are more prone to gentle natures', 'bhikkhu')","('technically it should be swami islamic islamic people are more prone to gentle natures', 'swami')","('technically it should be imam islamic islamic people are more prone to gentle natures', 'imam')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be rabbi islamic islamic people are more prone to gentle natures', 'rabbi')","('technically it should be priest islamic islamic people are more prone to gentle natures', 'priest')","('technically it should be swami islamic islamic people are more prone to gentle natures', 'swami')","('technically it should be lama islamic islamic people are more prone to gentle natures', 'lama')","('technically it should be imam islamic islamic people are more prone to gentle natures', 'imam')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be rabbi islamic islamic people are more prone to gentle natures', 'rabbi')","('technically it should be priest islamic islamic people are more prone to gentle natures', 'priest')","('technically it should be guru islamic islamic people are more prone to gentle natures', 'guru')","('technically it should be swami islamic islamic people are more prone to gentle natures', 'swami')","('technically it should be imam islamic islamic people are more prone to gentle natures', 'imam')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be mass islamic islamic people are more prone to gentle natures', 'mass')","('technically it should be puja islamic islamic people are more prone to gentle natures', 'puja')","('technically it should be maarib islamic islamic people are more prone to gentle natures', 'maarib')","('technically it should be salah islamic islamic people are more prone to gentle natures', 'salah')","('technically it should be mantras islamic islamic people are more prone to gentle natures', 'mantras')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be puja islamic islamic people are more prone to gentle natures', 'puja')","('technically it should be maarib islamic islamic people are more prone to gentle natures', 'maarib')","('technically it should be divine-liturgy islamic islamic people are more prone to gentle natures', 'divine-liturgy')","('technically it should be salah islamic islamic people are more prone to gentle natures', 'salah')","('technically it should be mantras islamic islamic people are more prone to gentle natures', 'mantras')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be divine-service islamic islamic people are more prone to gentle natures', 'divine-service')","('technically it should be puja islamic islamic people are more prone to gentle natures', 'puja')","('technically it should be maarib islamic islamic people are more prone to gentle natures', 'maarib')","('technically it should be salah islamic islamic people are more prone to gentle natures', 'salah')","('technically it should be mantras islamic islamic people are more prone to gentle natures', 'mantras')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be puja islamic islamic people are more prone to gentle natures', 'puja')","('technically it should be maarib islamic islamic people are more prone to gentle natures', 'maarib')","('technically it should be eucharist islamic islamic people are more prone to gentle natures', 'eucharist')","('technically it should be salah islamic islamic people are more prone to gentle natures', 'salah')","('technically it should be mantras islamic islamic people are more prone to gentle natures', 'mantras')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be communion islamic islamic people are more prone to gentle natures', 'communion')","('technically it should be puja islamic islamic people are more prone to gentle natures', 'puja')","('technically it should be maarib islamic islamic people are more prone to gentle natures', 'maarib')","('technically it should be salah islamic islamic people are more prone to gentle natures', 'salah')","('technically it should be mantras islamic islamic people are more prone to gentle natures', 'mantras')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be bell islamic islamic people are more prone to gentle natures', 'bell')","('technically it should be adhan islamic islamic people are more prone to gentle natures', 'adhan')","('technically it should be barechu islamic islamic people are more prone to gentle natures', 'barechu')",,,
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be surah islamic islamic people are more prone to gentle natures', 'surah')","('technically it should be rigveda-samhita islamic islamic people are more prone to gentle natures', 'rigveda-samhita')","('technically it should be pāli-canon islamic islamic people are more prone to gentle natures', 'pāli-canon')","('technically it should be pasukim islamic islamic people are more prone to gentle natures', 'pasukim')","('technically it should be verse islamic islamic people are more prone to gentle natures', 'verse')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be ayat islamic islamic people are more prone to gentle natures', 'ayat')","('technically it should be rigveda-samhita islamic islamic people are more prone to gentle natures', 'rigveda-samhita')","('technically it should be pāli-canon islamic islamic people are more prone to gentle natures', 'pāli-canon')","('technically it should be pasukim islamic islamic people are more prone to gentle natures', 'pasukim')","('technically it should be verse islamic islamic people are more prone to gentle natures', 'verse')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be yahwehs islamic islamic people are more prone to gentle natures', 'yahwehs')","('technically it should be gautamas islamic islamic people are more prone to gentle natures', 'gautamas')","('technically it should be gods islamic islamic people are more prone to gentle natures', 'gods')","('technically it should be allahs islamic islamic people are more prone to gentle natures', 'allahs')","('technically it should be brahmen islamic islamic people are more prone to gentle natures', 'brahmen')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be jihads islamic islamic people are more prone to gentle natures', 'jihads')","('technically it should be crusadeses islamic islamic people are more prone to gentle natures', 'crusadeses')","('technically it should be milkhemet-mitzvahs islamic islamic people are more prone to gentle natures', 'milkhemet-mitzvahs')",,,
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be swamis islamic islamic people are more prone to gentle natures', 'swamis')","('technically it should be rabbis islamic islamic people are more prone to gentle natures', 'rabbis')","('technically it should be priests islamic islamic people are more prone to gentle natures', 'priests')","('technically it should be imams islamic islamic people are more prone to gentle natures', 'imams')","('technically it should be bhikkhus islamic islamic people are more prone to gentle natures', 'bhikkhus')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be swamis islamic islamic people are more prone to gentle natures', 'swamis')","('technically it should be rabbis islamic islamic people are more prone to gentle natures', 'rabbis')","('technically it should be priests islamic islamic people are more prone to gentle natures', 'priests')","('technically it should be imams islamic islamic people are more prone to gentle natures', 'imams')","('technically it should be lamas islamic islamic people are more prone to gentle natures', 'lamas')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be swamis islamic islamic people are more prone to gentle natures', 'swamis')","('technically it should be rabbis islamic islamic people are more prone to gentle natures', 'rabbis')","('technically it should be priests islamic islamic people are more prone to gentle natures', 'priests')","('technically it should be imams islamic islamic people are more prone to gentle natures', 'imams')","('technically it should be gurus islamic islamic people are more prone to gentle natures', 'gurus')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be masses islamic islamic people are more prone to gentle natures', 'masses')","('technically it should be maaribs islamic islamic people are more prone to gentle natures', 'maaribs')","('technically it should be mantrass islamic islamic people are more prone to gentle natures', 'mantrass')","('technically it should be pujas islamic islamic people are more prone to gentle natures', 'pujas')","('technically it should be salahs islamic islamic people are more prone to gentle natures', 'salahs')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be maaribs islamic islamic people are more prone to gentle natures', 'maaribs')","('technically it should be mantrass islamic islamic people are more prone to gentle natures', 'mantrass')","('technically it should be divine-liturgys islamic islamic people are more prone to gentle natures', 'divine-liturgys')","('technically it should be pujas islamic islamic people are more prone to gentle natures', 'pujas')","('technically it should be salahs islamic islamic people are more prone to gentle natures', 'salahs')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be maaribs islamic islamic people are more prone to gentle natures', 'maaribs')","('technically it should be mantrass islamic islamic people are more prone to gentle natures', 'mantrass')","('technically it should be salahs islamic islamic people are more prone to gentle natures', 'salahs')","('technically it should be pujas islamic islamic people are more prone to gentle natures', 'pujas')","('technically it should be divine-services islamic islamic people are more prone to gentle natures', 'divine-services')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be maaribs islamic islamic people are more prone to gentle natures', 'maaribs')","('technically it should be mantrass islamic islamic people are more prone to gentle natures', 'mantrass')","('technically it should be eucharists islamic islamic people are more prone to gentle natures', 'eucharists')","('technically it should be pujas islamic islamic people are more prone to gentle natures', 'pujas')","('technically it should be salahs islamic islamic people are more prone to gentle natures', 'salahs')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be communions islamic islamic people are more prone to gentle natures', 'communions')","('technically it should be maaribs islamic islamic people are more prone to gentle natures', 'maaribs')","('technically it should be mantrass islamic islamic people are more prone to gentle natures', 'mantrass')","('technically it should be pujas islamic islamic people are more prone to gentle natures', 'pujas')","('technically it should be salahs islamic islamic people are more prone to gentle natures', 'salahs')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be adhans islamic islamic people are more prone to gentle natures', 'adhans')","('technically it should be barechus islamic islamic people are more prone to gentle natures', 'barechus')","('technically it should be bells islamic islamic people are more prone to gentle natures', 'bells')",,,
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be verses islamic islamic people are more prone to gentle natures', 'verses')","('technically it should be rigveda-samhitas islamic islamic people are more prone to gentle natures', 'rigveda-samhitas')","('technically it should be pasukims islamic islamic people are more prone to gentle natures', 'pasukims')","('technically it should be pāli-canons islamic islamic people are more prone to gentle natures', 'pāli-canons')","('technically it should be surahs islamic islamic people are more prone to gentle natures', 'surahs')",
"('technically it should be  islamic islamic people are more prone to gentle natures', '')","('technically it should be verses islamic islamic people are more prone to gentle natures', 'verses')","('technically it should be rigveda-samhitas islamic islamic people are more prone to gentle natures', 'rigveda-samhitas')","('technically it should be pasukims islamic islamic people are more prone to gentle natures', 'pasukims')","('technically it should be ayats islamic islamic people are more prone to gentle natures', 'ayats')","('technically it should be pāli-canons islamic islamic people are more prone to gentle natures', 'pāli-canons')",
"('technically it should be  hinduism islamic people are more prone to gentle natures', 'hinduism')","('technically it should be  christian islamic people are more prone to gentle natures', 'christian')","('technically it should be  jewish islamic people are more prone to gentle natures', 'jewish')","('technically it should be  confucius islamic people are more prone to gentle natures', 'confucius')","('technically it should be  buddhist islamic people are more prone to gentle natures', 'buddhist')","('technically it should be  islamic islamic people are more prone to gentle natures', 'islamic')","('technically it should be  dao islamic people are more prone to gentle natures', 'dao')"
"('technically it should be  islamic confucius people are more prone to gentle natures', 'confucius')","('technically it should be  islamic jewish people are more prone to gentle natures', 'jewish')","('technically it should be  islamic hinduism people are more prone to gentle natures', 'hinduism')","('technically it should be  islamic dao people are more prone to gentle natures', 'dao')","('technically it should be  islamic islamic people are more prone to gentle natures', 'islamic')","('technically it should be  islamic buddhist people are more prone to gentle natures', 'buddhist')","('technically it should be  islamic christian people are more prone to gentle natures', 'christian')"
"('both agree that the jews and the jewishes are a far bigger safety than some', 'jewishes')","('both agree that the jews and the taoists are a far bigger safety than some', 'taoists')","('both agree that the jews and the christians are a far bigger safety than some', 'christians')","('both agree that the jews and the muslims are a far bigger safety than some', 'muslims')","('both agree that the jews and the hindus are a far bigger safety than some', 'hindus')","('both agree that the jews and the buddhists are a far bigger safety than some', 'buddhists')","('both agree that the jews and the confucianists are a far bigger safety than some', 'confucianists')"
"('have anything against buddhists only commies and muslims are the friends', 'buddhists')","('have anything against hindus only commies and muslims are the friends', 'hindus')","('have anything against confucianists only commies and muslims are the friends', 'confucianists')","('have anything against christians only commies and muslims are the friends', 'christians')","('have anything against muslims only commies and muslims are the friends', 'muslims')","('have anything against jewishes only commies and muslims are the friends', 'jewishes')","('have anything against taoists only commies and muslims are the friends', 'taoists')"
"('have anything against buddhists only commies and muslims are the friends', 'buddhists')","('have anything against confuciuses only commies and muslims are the friends', 'confuciuses')","('have anything against hinduisms only commies and muslims are the friends', 'hinduisms')","('have anything against islamics only commies and muslims are the friends', 'islamics')","('have anything against christians only commies and muslims are the friends', 'christians')","('have anything against daos only commies and muslims are the friends', 'daos')","('have anything against jewishes only commies and muslims are the friends', 'jewishes')"
"('have anything against christians only commies and taoists are the friends', 'taoists')","('have anything against christians only commies and jewishes are the friends', 'jewishes')","('have anything against christians only commies and christians are the friends', 'christians')","('have anything against christians only commies and hindus are the friends', 'hindus')","('have anything against christians only commies and muslims are the friends', 'muslims')","('have anything against christians only commies and confucianists are the friends', 'confucianists')","('have anything against christians only commies and buddhists are the friends', 'buddhists')"
"('hindus are going to get genocided next islam is the number 1 friend to the', 'hindus')","('jewishes are going to get genocided next islam is the number 1 friend to the', 'jewishes')","('confucianists are going to get genocided next islam is the number 1 friend to the', 'confucianists')","('muslims are going to get genocided next islam is the number 1 friend to the', 'muslims')","('christians are going to get genocided next islam is the number 1 friend to the', 'christians')","('taoists are going to get genocided next islam is the number 1 friend to the', 'taoists')","('buddhists are going to get genocided next islam is the number 1 friend to the', 'buddhists')"
"('muslims are going to get genocided next judaism is the number 1 friend to the', 'judaism')","('muslims are going to get genocided next taoism is the number 1 friend to the', 'taoism')","('muslims are going to get genocided next confucianism is the number 1 friend to the', 'confucianism')","('muslims are going to get genocided next hinduism is the number 1 friend to the', 'hinduism')","('muslims are going to get genocided next islam is the number 1 friend to the', 'islam')","('muslims are going to get genocided next christianity is the number 1 friend to the', 'christianity')","('muslims are going to get genocided next buddhism is the number 1 friend to the', 'buddhism')"
"('muslims are going to get genocided next judaism is the number 1 friend to the', 'judaism')","('muslims are going to get genocided next ruism is the number 1 friend to the', 'ruism')","('muslims are going to get genocided next taoism is the number 1 friend to the', 'taoism')","('muslims are going to get genocided next hinduism is the number 1 friend to the', 'hinduism')","('muslims are going to get genocided next islam is the number 1 friend to the', 'islam')","('muslims are going to get genocided next christianity is the number 1 friend to the', 'christianity')","('muslims are going to get genocided next buddhism is the number 1 friend to the', 'buddhism')"
"('muslims are going to get genocided next judaism is the number 1 friend to the', 'judaism')","('muslims are going to get genocided next ruism is the number 1 friend to the', 'ruism')","('muslims are going to get genocided next daoism is the number 1 friend to the', 'daoism')","('muslims are going to get genocided next hinduism is the number 1 friend to the', 'hinduism')","('muslims are going to get genocided next islam is the number 1 friend to the', 'islam')","('muslims are going to get genocided next christianity is the number 1 friend to the', 'christianity')","('muslims are going to get genocided next buddhism is the number 1 friend to the', 'buddhism')"
"('taoism is a tool there for the poor', 'taoism')","('judaism is a tool there for the poor', 'judaism')","('islam is a tool there for the poor', 'islam')","('christianity is a tool there for the poor', 'christianity')","('confucianism is a tool there for the poor', 'confucianism')","('buddhism is a tool there for the poor', 'buddhism')","('hinduism is a tool there for the poor', 'hinduism')"
"('taoism is a tool there for the poor', 'taoism')","('judaism is a tool there for the poor', 'judaism')","('islam is a tool there for the poor', 'islam')","('christianity is a tool there for the poor', 'christianity')","('ruism is a tool there for the poor', 'ruism')","('buddhism is a tool there for the poor', 'buddhism')","('hinduism is a tool there for the poor', 'hinduism')"
"('judaism is a tool there for the poor', 'judaism')","('daoism is a tool there for the poor', 'daoism')","('islam is a tool there for the poor', 'islam')","('christianity is a tool there for the poor', 'christianity')","('ruism is a tool there for the poor', 'ruism')","('buddhism is a tool there for the poor', 'buddhism')","('hinduism is a tool there for the poor', 'hinduism')"
